InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV012815,PROD8790,Pen Set,1,2023-03-16,84.98,7469,UK
INV012816,PROD7703,Headphones,3,2023-07-06,165.55,1105,UK
INV012817,PROD1496,Gaming Chair,1,2023-04-18,24.41,9938,UK
INV012817,PROD6553,Water Bottle,2,2023-04-18,194.01,9938,UK
INV012818,PROD3803,Charger,1,2023-07-10,106.12,4506,USA
INV012818,PROD0672,Stylus Pen,1,2023-07-10,116.93,4506,USA
INV012819,PROD8790,Pen Set,4,2023-04-02,82.44,2646,Germany
INV012820,PROD7933,Bluetooth Speaker,1,2024-02-26,90.51,5860,UK
INV012820,PROD0523,Paper Clips,1,2024-02-26,17.59,5860,UK
INV012820,PROD1496,Gaming Chair,4,2024-02-26,178.91,5860,UK
INV012821,PROD0552,Desk Organizer,4,2023-01-13,146.79,8543,USA
INV012822,PROD0523,Paper Clips,3,2023-08-13,56.91,2676,USA
INV012822,PROD3746,Keyboard,1,2023-08-13,7.8,2676,USA
INV012822,PROD9731,USB Drive,3,2023-08-13,94.72,2676,USA
INV012822,PROD0672,Stylus Pen,2,2023-08-13,9.26,2676,USA
INV012822,PROD2984,Tablet,1,2023-08-13,28.7,2676,USA
INV012823,PROD4418,Webcam,1,2023-09-13,197.87,2591,USA
INV012823,PROD3803,Charger,2,2023-09-13,119.06,2591,USA
INV012823,PROD3746,Keyboard,3,2023-09-13,164.43,2591,USA
INV012823,PROD1690,Monitor,4,2023-09-13,111.67,2591,USA
INV012823,PROD2354,Phone Case,4,2023-09-13,198.49,2591,USA
INV012824,PROD1690,Monitor,4,2023-01-06,86.72,4475,USA
INV012824,PROD0552,Desk Organizer,4,2023-01-06,155.08,4475,USA
INV012824,PROD7703,Headphones,4,2023-01-06,187.35,4475,USA
INV012824,PROD9858,Screen Protector,2,2023-01-06,168.27,4475,USA
INV012824,PROD9731,USB Drive,2,2023-01-06,132.56,4475,USA
INV012825,PROD7852,Coffee Mug,4,2024-01-20,173.21,1387,UK
INV012825,PROD7124,Desk Lamp,4,2024-01-20,104.6,1387,UK
INV012826,PROD1615,Laptop,4,2023-01-13,125.64,6289,France
INV012826,PROD3803,Charger,4,2023-01-13,67.28,6289,France
INV012826,PROD4970,Tablet Cover,3,2023-01-13,133.25,6289,France
INV012826,PROD1496,Gaming Chair,1,2023-01-13,71.68,6289,France
INV012827,PROD6553,Water Bottle,3,2023-06-09,191.92,5983,UK
INV012827,PROD7703,Headphones,3,2023-06-09,198.77,5983,UK
INV012827,PROD9858,Screen Protector,3,2023-06-09,86.05,5983,UK
INV012827,PROD7933,Bluetooth Speaker,1,2023-06-09,14.51,5983,UK
INV012828,PROD4970,Tablet Cover,4,2023-05-18,107.8,8541,France
INV012829,PROD0672,Stylus Pen,2,2023-08-25,86.33,6516,Germany
INV012829,PROD5377,Calendar,3,2023-08-25,136.48,6516,Germany
INV012829,PROD7124,Desk Lamp,1,2023-08-25,164.44,6516,Germany
INV012830,PROD5865,Mouse,1,2023-04-20,195.05,8223,Germany
INV012830,PROD1615,Laptop,4,2023-04-20,79.88,8223,Germany
INV012831,PROD3746,Keyboard,4,2023-04-24,24.78,3598,France
INV012831,PROD1615,Laptop,1,2023-04-24,15.96,3598,France
INV012832,PROD0523,Paper Clips,3,2023-02-28,141.07,8010,Canada
INV012832,PROD9673,Smartphone,4,2023-02-28,80.08,8010,Canada
INV012833,PROD7852,Coffee Mug,3,2023-08-22,44.13,4261,UK
INV012834,PROD7124,Desk Lamp,3,2023-02-16,54.17,7447,Germany
INV012834,PROD4129,Power Bank,3,2023-02-16,93.97,7447,Germany
INV012834,PROD4970,Tablet Cover,3,2023-02-16,176.11,7447,Germany
INV012834,PROD1962,Notebook,3,2023-02-16,67.44,7447,Germany
INV012835,PROD0672,Stylus Pen,4,2023-10-29,109.2,6996,Canada
INV012836,PROD7124,Desk Lamp,1,2023-04-16,182.28,1182,UK
INV012837,PROD0523,Paper Clips,3,2023-09-18,152.99,3370,USA
INV012837,PROD4129,Power Bank,4,2023-09-18,20.55,3370,USA
INV012837,PROD9858,Screen Protector,1,2023-09-18,89.03,3370,USA
INV012837,PROD1962,Notebook,4,2023-09-18,79.57,3370,USA
INV012838,PROD7703,Headphones,4,2023-05-26,15.37,5718,Canada
INV012839,PROD7852,Coffee Mug,1,2023-02-05,44.97,3422,Germany
INV012839,PROD6553,Water Bottle,4,2023-02-05,89.3,3422,Germany
INV012839,PROD0672,Stylus Pen,2,2023-02-05,114.48,3422,Germany
INV012839,PROD3803,Charger,1,2023-02-05,18.06,3422,Germany
INV012840,PROD1962,Notebook,1,2023-08-11,119.25,1256,USA
INV012841,PROD0523,Paper Clips,4,2023-01-18,116.45,1693,Germany
INV012841,PROD3803,Charger,3,2023-01-18,23.02,1693,Germany
INV012842,PROD4418,Webcam,2,2023-08-16,68.66,8044,UK
INV012842,PROD0523,Paper Clips,1,2023-08-16,185.93,8044,UK
INV012842,PROD2354,Phone Case,2,2023-08-16,193.77,8044,UK
INV012842,PROD9673,Smartphone,1,2023-08-16,186.92,8044,UK
INV012843,PROD9858,Screen Protector,3,2023-01-20,129.73,3538,UK
INV012844,PROD7933,Bluetooth Speaker,3,2023-08-27,122.35,2941,Germany
INV012844,PROD3803,Charger,3,2023-08-27,116.8,2941,Germany
INV012844,PROD6663,Stapler,2,2023-08-27,40.81,2941,Germany
INV012844,PROD5865,Mouse,3,2023-08-27,92.72,2941,Germany
INV012845,PROD9858,Screen Protector,4,2023-08-06,133.09,5991,USA
INV012845,PROD2354,Phone Case,3,2023-08-06,58.25,5991,USA
INV012845,PROD3803,Charger,2,2023-08-06,83.57,5991,USA
INV012846,PROD4418,Webcam,2,2024-01-17,161.19,8881,USA
INV012846,PROD8790,Pen Set,2,2024-01-17,135.24,8881,USA
INV012846,PROD0552,Desk Organizer,2,2024-01-17,68.55,8881,USA
INV012846,PROD6553,Water Bottle,2,2024-01-17,137.58,8881,USA
INV012847,PROD3803,Charger,3,2023-04-06,187.84,3876,UK
INV012847,PROD4418,Webcam,3,2023-04-06,54.4,3876,UK
INV012848,PROD2354,Phone Case,2,2023-08-18,172.79,6399,France
INV012848,PROD9673,Smartphone,1,2023-08-18,151.77,6399,France
INV012848,PROD9858,Screen Protector,1,2023-08-18,77.08,6399,France
INV012848,PROD3803,Charger,2,2023-08-18,22.08,6399,France
INV012849,PROD5865,Mouse,2,2023-09-19,108.62,6838,Canada
INV012849,PROD4129,Power Bank,4,2023-09-19,33.8,6838,Canada
INV012849,PROD1962,Notebook,3,2023-09-19,17.65,6838,Canada
INV012849,PROD7703,Headphones,2,2023-09-19,161.24,6838,Canada
INV012849,PROD0672,Stylus Pen,4,2023-09-19,6.14,6838,Canada
INV012850,PROD2354,Phone Case,1,2023-12-10,62.3,9356,USA
INV012850,PROD7933,Bluetooth Speaker,2,2023-12-10,20.6,9356,USA
INV012851,PROD4418,Webcam,4,2024-02-13,144.86,7752,UK
INV012851,PROD9731,USB Drive,3,2024-02-13,46.73,7752,UK
INV012851,PROD6553,Water Bottle,4,2024-02-13,131.0,7752,UK
INV012852,PROD0552,Desk Organizer,1,2023-03-04,42.94,3610,USA
INV012852,PROD5865,Mouse,3,2023-03-04,94.92,3610,USA
INV012852,PROD1496,Gaming Chair,1,2023-03-04,44.92,3610,USA
INV012852,PROD4129,Power Bank,2,2023-03-04,153.06,3610,USA
INV012852,PROD7933,Bluetooth Speaker,2,2023-03-04,187.21,3610,USA
INV012853,PROD7703,Headphones,3,2024-02-23,128.32,9416,Germany
INV012853,PROD7933,Bluetooth Speaker,1,2024-02-23,127.21,9416,Germany
INV012853,PROD0672,Stylus Pen,4,2024-02-23,94.93,9416,Germany
INV012853,PROD6553,Water Bottle,3,2024-02-23,121.39,9416,Germany
INV012853,PROD4418,Webcam,2,2024-02-23,76.48,9416,Germany
INV012854,PROD8790,Pen Set,4,2023-10-19,32.63,2618,UK
INV012855,PROD1690,Monitor,2,2023-04-17,129.64,3612,UK
INV012855,PROD1615,Laptop,1,2023-04-17,28.21,3612,UK
INV012855,PROD2984,Tablet,2,2023-04-17,150.09,3612,UK
INV012855,PROD9858,Screen Protector,2,2023-04-17,179.35,3612,UK
INV012855,PROD6663,Stapler,2,2023-04-17,140.96,3612,UK
INV012856,PROD7703,Headphones,1,2024-02-20,159.62,1402,Germany
INV012857,PROD0672,Stylus Pen,3,2023-10-08,151.91,3384,UK
INV012857,PROD4129,Power Bank,1,2023-10-08,142.87,3384,UK
INV012857,PROD7703,Headphones,2,2023-10-08,172.03,3384,UK
INV012858,PROD1615,Laptop,2,2023-04-01,78.15,8909,UK
INV012858,PROD5377,Calendar,3,2023-04-01,197.65,8909,UK
INV012858,PROD6553,Water Bottle,1,2023-04-01,105.5,8909,UK
INV012859,PROD7852,Coffee Mug,2,2023-03-21,198.69,2460,UK
INV012859,PROD4129,Power Bank,1,2023-03-21,40.86,2460,UK
INV012859,PROD7124,Desk Lamp,2,2023-03-21,48.49,2460,UK
INV012859,PROD0552,Desk Organizer,1,2023-03-21,145.92,2460,UK
INV012860,PROD3803,Charger,4,2023-10-15,70.99,8995,USA
INV012860,PROD9858,Screen Protector,4,2023-10-15,194.88,8995,USA
INV012860,PROD6663,Stapler,2,2023-10-15,16.99,8995,USA
INV012860,PROD1962,Notebook,3,2023-10-15,156.5,8995,USA
INV012861,PROD1690,Monitor,3,2023-08-21,96.94,1533,France
INV012861,PROD4418,Webcam,2,2023-08-21,59.81,1533,France
INV012862,PROD4129,Power Bank,3,2023-08-29,16.7,8652,Canada
INV012862,PROD0552,Desk Organizer,1,2023-08-29,91.61,8652,Canada
INV012862,PROD1690,Monitor,3,2023-08-29,194.66,8652,Canada
INV012862,PROD5377,Calendar,2,2023-08-29,112.33,8652,Canada
INV012862,PROD9858,Screen Protector,4,2023-08-29,198.36,8652,Canada
INV012863,PROD5865,Mouse,4,2023-04-04,63.83,2738,USA
INV012863,PROD7703,Headphones,1,2023-04-04,178.18,2738,USA
INV012863,PROD1496,Gaming Chair,1,2023-04-04,74.06,2738,USA
INV012863,PROD6553,Water Bottle,1,2023-04-04,82.53,2738,USA
INV012863,PROD1690,Monitor,1,2023-04-04,43.32,2738,USA
INV012864,PROD3803,Charger,4,2023-05-07,94.43,6166,USA
INV012864,PROD1615,Laptop,1,2023-05-07,153.0,6166,USA
INV012864,PROD2984,Tablet,3,2023-05-07,29.88,6166,USA
INV012864,PROD8790,Pen Set,1,2023-05-07,160.13,6166,USA
INV012865,PROD9673,Smartphone,3,2023-02-17,165.5,1707,UK
INV012865,PROD0672,Stylus Pen,4,2023-02-17,40.98,1707,UK
INV012865,PROD7933,Bluetooth Speaker,4,2023-02-17,68.23,1707,UK
INV012866,PROD3746,Keyboard,3,2023-05-25,180.83,2813,UK
INV012866,PROD4129,Power Bank,3,2023-05-25,20.63,2813,UK
INV012866,PROD5865,Mouse,4,2023-05-25,32.56,2813,UK
INV012867,PROD8790,Pen Set,4,2023-03-27,51.03,6318,USA
INV012867,PROD7124,Desk Lamp,2,2023-03-27,10.73,6318,USA
INV012868,PROD9731,USB Drive,2,2024-01-11,64.73,5453,USA
INV012868,PROD1962,Notebook,2,2024-01-11,175.75,5453,USA
INV012869,PROD7852,Coffee Mug,4,2024-01-06,76.59,4133,USA
INV012869,PROD9673,Smartphone,1,2024-01-06,113.56,4133,USA
INV012869,PROD0523,Paper Clips,2,2024-01-06,141.69,4133,USA
INV012869,PROD6663,Stapler,2,2024-01-06,148.37,4133,USA
INV012869,PROD2354,Phone Case,3,2024-01-06,113.76,4133,USA
INV012870,PROD9731,USB Drive,1,2023-04-23,195.12,6931,France
INV012870,PROD1615,Laptop,3,2023-04-23,144.88,6931,France
INV012870,PROD3746,Keyboard,3,2023-04-23,35.72,6931,France
INV012870,PROD6553,Water Bottle,2,2023-04-23,93.08,6931,France
INV012871,PROD0672,Stylus Pen,2,2023-03-08,192.01,1294,USA
INV012871,PROD1496,Gaming Chair,1,2023-03-08,91.58,1294,USA
INV012871,PROD3746,Keyboard,2,2023-03-08,196.13,1294,USA
INV012871,PROD7852,Coffee Mug,4,2023-03-08,65.06,1294,USA
INV012871,PROD2984,Tablet,1,2023-03-08,20.5,1294,USA
INV012872,PROD9731,USB Drive,1,2023-03-09,33.41,8041,USA
INV012873,PROD9858,Screen Protector,3,2023-05-22,103.82,1930,USA
INV012873,PROD4129,Power Bank,3,2023-05-22,120.15,1930,USA
INV012873,PROD8790,Pen Set,3,2023-05-22,189.56,1930,USA
INV012873,PROD7852,Coffee Mug,1,2023-05-22,63.82,1930,USA
INV012874,PROD5865,Mouse,3,2023-09-15,177.33,3928,USA
INV012874,PROD1496,Gaming Chair,1,2023-09-15,154.4,3928,USA
INV012874,PROD7933,Bluetooth Speaker,3,2023-09-15,166.34,3928,USA
INV012874,PROD2984,Tablet,2,2023-09-15,126.49,3928,USA
INV012874,PROD7703,Headphones,3,2023-09-15,153.2,3928,USA
INV012875,PROD4418,Webcam,3,2023-04-21,14.05,9044,UK
INV012875,PROD7703,Headphones,4,2023-04-21,51.16,9044,UK
INV012876,PROD2984,Tablet,3,2023-02-21,180.53,7966,USA
INV012877,PROD7933,Bluetooth Speaker,3,2023-07-07,63.25,5861,France
INV012877,PROD1615,Laptop,3,2023-07-07,42.95,5861,France
INV012877,PROD3803,Charger,4,2023-07-07,167.17,5861,France
INV012877,PROD0672,Stylus Pen,3,2023-07-07,62.41,5861,France
INV012878,PROD0552,Desk Organizer,2,2023-08-05,106.9,4005,USA
INV012879,PROD1615,Laptop,3,2023-05-23,8.29,8068,Canada
INV012879,PROD5865,Mouse,3,2023-05-23,162.37,8068,Canada
INV012879,PROD3746,Keyboard,1,2023-05-23,39.72,8068,Canada
INV012880,PROD0523,Paper Clips,2,2023-08-19,77.41,8050,USA
INV012880,PROD0672,Stylus Pen,4,2023-08-19,18.24,8050,USA
INV012880,PROD3803,Charger,1,2023-08-19,91.34,8050,USA
INV012881,PROD4418,Webcam,2,2023-02-13,125.72,1090,UK
INV012881,PROD0523,Paper Clips,1,2023-02-13,12.7,1090,UK
INV012882,PROD5377,Calendar,3,2023-11-12,139.2,3547,USA
INV012882,PROD4970,Tablet Cover,4,2023-11-12,29.38,3547,USA
INV012882,PROD7703,Headphones,1,2023-11-12,146.44,3547,USA
INV012882,PROD1962,Notebook,4,2023-11-12,164.02,3547,USA
INV012882,PROD8790,Pen Set,1,2023-11-12,169.06,3547,USA
INV012883,PROD3746,Keyboard,4,2023-07-13,179.12,9664,Canada
INV012884,PROD7703,Headphones,1,2023-01-29,97.55,2375,Canada
INV012884,PROD9731,USB Drive,4,2023-01-29,65.64,2375,Canada
INV012884,PROD3803,Charger,3,2023-01-29,195.87,2375,Canada
INV012885,PROD6553,Water Bottle,3,2023-06-04,36.44,9093,USA
INV012886,PROD3746,Keyboard,3,2023-12-12,69.31,4051,USA
INV012886,PROD5865,Mouse,2,2023-12-12,49.31,4051,USA
INV012887,PROD3746,Keyboard,2,2023-02-07,72.79,2420,USA
INV012887,PROD1615,Laptop,2,2023-02-07,144.4,2420,USA
INV012888,PROD6553,Water Bottle,4,2023-12-17,157.37,1058,USA
INV012889,PROD4970,Tablet Cover,2,2023-01-14,18.97,5644,UK
INV012889,PROD4418,Webcam,4,2023-01-14,194.93,5644,UK
INV012889,PROD6553,Water Bottle,3,2023-01-14,146.63,5644,UK
INV012889,PROD0672,Stylus Pen,4,2023-01-14,12.13,5644,UK
INV012889,PROD0552,Desk Organizer,2,2023-01-14,133.06,5644,UK
INV012890,PROD1962,Notebook,1,2023-12-17,151.54,5589,USA
INV012891,PROD9731,USB Drive,1,2023-11-11,124.0,7174,UK
INV012891,PROD4418,Webcam,3,2023-11-11,148.16,7174,UK
INV012891,PROD2984,Tablet,1,2023-11-11,94.04,7174,UK
INV012891,PROD3803,Charger,2,2023-11-11,90.36,7174,UK
INV012892,PROD6553,Water Bottle,1,2023-09-24,48.87,1228,USA
INV012893,PROD9858,Screen Protector,4,2024-02-04,112.74,1531,USA
INV012893,PROD5865,Mouse,1,2024-02-04,133.25,1531,USA
INV012894,PROD3803,Charger,4,2023-11-25,123.0,5110,France
INV012894,PROD1962,Notebook,4,2023-11-25,182.25,5110,France
INV012895,PROD4970,Tablet Cover,1,2023-05-19,74.46,4891,UK
INV012895,PROD0672,Stylus Pen,4,2023-05-19,123.86,4891,UK
INV012896,PROD9673,Smartphone,3,2023-12-18,43.12,9069,USA
INV012897,PROD0523,Paper Clips,2,2023-03-24,50.11,2677,USA
INV012898,PROD1615,Laptop,1,2024-01-07,196.16,1897,UK
INV012899,PROD2354,Phone Case,3,2023-09-20,20.08,8286,UK
INV012900,PROD0672,Stylus Pen,3,2023-05-08,47.42,7858,Germany
INV012901,PROD0552,Desk Organizer,2,2024-01-05,86.87,7968,Germany
INV012901,PROD7124,Desk Lamp,4,2024-01-05,175.45,7968,Germany
INV012902,PROD1690,Monitor,4,2024-01-25,27.08,5020,UK
INV012903,PROD7124,Desk Lamp,3,2023-05-04,33.3,7179,Canada
INV012904,PROD4418,Webcam,4,2024-02-28,50.48,6785,Germany
INV012904,PROD7703,Headphones,2,2024-02-28,88.23,6785,Germany
INV012904,PROD1690,Monitor,2,2024-02-28,42.09,6785,Germany
INV012905,PROD7852,Coffee Mug,3,2023-02-04,123.88,2410,USA
INV012906,PROD1615,Laptop,3,2024-02-02,104.19,7243,France
INV012906,PROD1690,Monitor,1,2024-02-02,58.21,7243,France
INV012906,PROD6663,Stapler,2,2024-02-02,189.79,7243,France
INV012906,PROD2354,Phone Case,1,2024-02-02,170.37,7243,France
INV012906,PROD9858,Screen Protector,3,2024-02-02,140.15,7243,France
INV012907,PROD3746,Keyboard,1,2023-01-08,84.97,5106,Germany
INV012907,PROD8790,Pen Set,3,2023-01-08,146.72,5106,Germany
INV012907,PROD5377,Calendar,2,2023-01-08,144.91,5106,Germany
INV012907,PROD7933,Bluetooth Speaker,4,2023-01-08,188.84,5106,Germany
INV012907,PROD1962,Notebook,4,2023-01-08,20.27,5106,Germany
INV012908,PROD9858,Screen Protector,3,2023-02-21,180.77,9025,Germany
INV012908,PROD1962,Notebook,2,2023-02-21,55.47,9025,Germany
INV012908,PROD4970,Tablet Cover,4,2023-02-21,126.75,9025,Germany
INV012909,PROD2354,Phone Case,1,2023-08-09,195.99,8005,UK
INV012910,PROD7124,Desk Lamp,3,2023-07-14,178.75,6669,UK
INV012910,PROD1496,Gaming Chair,4,2023-07-14,56.73,6669,UK
INV012910,PROD9858,Screen Protector,1,2023-07-14,30.15,6669,UK
INV012910,PROD0552,Desk Organizer,3,2023-07-14,153.59,6669,UK
INV012910,PROD1690,Monitor,1,2023-07-14,125.3,6669,UK
INV012911,PROD7933,Bluetooth Speaker,3,2023-07-22,77.43,8403,Canada
INV012911,PROD7852,Coffee Mug,3,2023-07-22,78.02,8403,Canada
INV012911,PROD5377,Calendar,2,2023-07-22,114.03,8403,Canada
INV012911,PROD1962,Notebook,3,2023-07-22,112.67,8403,Canada
INV012911,PROD1615,Laptop,2,2023-07-22,93.61,8403,Canada
INV012912,PROD2354,Phone Case,4,2023-08-15,56.37,3733,France
INV012912,PROD4418,Webcam,3,2023-08-15,48.51,3733,France
INV012912,PROD1962,Notebook,4,2023-08-15,183.6,3733,France
INV012912,PROD5865,Mouse,1,2023-08-15,190.21,3733,France
INV012912,PROD7703,Headphones,2,2023-08-15,43.47,3733,France
INV012913,PROD4129,Power Bank,3,2023-09-19,58.08,6842,Germany
INV012913,PROD0672,Stylus Pen,1,2023-09-19,88.88,6842,Germany
INV012913,PROD0552,Desk Organizer,1,2023-09-19,174.11,6842,Germany
INV012913,PROD7703,Headphones,1,2023-09-19,197.91,6842,Germany
INV012913,PROD7933,Bluetooth Speaker,2,2023-09-19,58.57,6842,Germany
INV012914,PROD4418,Webcam,2,2023-05-31,193.48,8277,USA
INV012914,PROD5865,Mouse,2,2023-05-31,156.17,8277,USA
INV012914,PROD2354,Phone Case,3,2023-05-31,22.66,8277,USA
INV012915,PROD4970,Tablet Cover,3,2023-05-24,199.23,6805,France
INV012915,PROD0672,Stylus Pen,1,2023-05-24,13.3,6805,France
INV012915,PROD2984,Tablet,4,2023-05-24,68.96,6805,France
INV012916,PROD3803,Charger,4,2023-06-18,35.4,7603,UK
INV012916,PROD7852,Coffee Mug,3,2023-06-18,117.75,7603,UK
INV012917,PROD7124,Desk Lamp,1,2023-11-17,156.87,2729,USA
INV012917,PROD3746,Keyboard,1,2023-11-17,190.85,2729,USA
INV012917,PROD7852,Coffee Mug,3,2023-11-17,21.93,2729,USA
INV012917,PROD9731,USB Drive,3,2023-11-17,22.74,2729,USA
INV012917,PROD6663,Stapler,4,2023-11-17,194.61,2729,USA
INV012918,PROD7124,Desk Lamp,3,2023-05-01,49.7,8674,France
INV012918,PROD4418,Webcam,3,2023-05-01,172.14,8674,France
INV012918,PROD6663,Stapler,2,2023-05-01,94.52,8674,France
INV012919,PROD3746,Keyboard,4,2023-10-31,78.67,9431,France
INV012920,PROD6663,Stapler,1,2023-02-28,131.5,1760,USA
INV012920,PROD4418,Webcam,1,2023-02-28,28.16,1760,USA
INV012920,PROD6553,Water Bottle,2,2023-02-28,88.72,1760,USA
INV012920,PROD4129,Power Bank,3,2023-02-28,162.51,1760,USA
INV012921,PROD4129,Power Bank,2,2024-01-05,103.2,4140,USA
INV012921,PROD1496,Gaming Chair,4,2024-01-05,159.54,4140,USA
INV012922,PROD0523,Paper Clips,3,2023-03-16,124.22,2950,Canada
INV012922,PROD3803,Charger,4,2023-03-16,191.08,2950,Canada
INV012922,PROD2354,Phone Case,3,2023-03-16,19.36,2950,Canada
INV012922,PROD1496,Gaming Chair,4,2023-03-16,141.38,2950,Canada
INV012923,PROD0552,Desk Organizer,1,2023-05-01,63.55,3075,USA
INV012923,PROD7933,Bluetooth Speaker,3,2023-05-01,123.24,3075,USA
INV012924,PROD1690,Monitor,4,2023-12-24,188.45,8394,France
INV012924,PROD6553,Water Bottle,3,2023-12-24,64.65,8394,France
INV012924,PROD1962,Notebook,3,2023-12-24,100.33,8394,France
INV012924,PROD7933,Bluetooth Speaker,3,2023-12-24,114.04,8394,France
INV012924,PROD7703,Headphones,1,2023-12-24,138.4,8394,France
INV012925,PROD1615,Laptop,3,2023-11-20,37.67,9853,USA
INV012926,PROD7852,Coffee Mug,4,2023-03-04,21.73,1815,Canada
INV012926,PROD3803,Charger,2,2023-03-04,93.81,1815,Canada
INV012926,PROD7933,Bluetooth Speaker,1,2023-03-04,146.51,1815,Canada
INV012927,PROD6663,Stapler,4,2023-07-02,153.54,8663,USA
INV012927,PROD9858,Screen Protector,4,2023-07-02,43.79,8663,USA
INV012927,PROD4970,Tablet Cover,3,2023-07-02,117.73,8663,USA
INV012927,PROD4129,Power Bank,2,2023-07-02,177.15,8663,USA
INV012928,PROD4418,Webcam,1,2024-02-22,21.51,9019,France
INV012928,PROD1690,Monitor,4,2024-02-22,132.23,9019,France
INV012928,PROD9731,USB Drive,1,2024-02-22,114.83,9019,France
INV012928,PROD7703,Headphones,4,2024-02-22,183.51,9019,France
INV012928,PROD7852,Coffee Mug,3,2024-02-22,123.99,9019,France
INV012929,PROD9673,Smartphone,3,2023-04-19,83.56,5300,Germany
INV012930,PROD9731,USB Drive,2,2024-02-17,36.98,7010,USA
INV012931,PROD0523,Paper Clips,3,2023-06-09,76.67,5309,UK
INV012931,PROD6553,Water Bottle,1,2023-06-09,5.88,5309,UK
INV012931,PROD8790,Pen Set,4,2023-06-09,123.47,5309,UK
INV012932,PROD0552,Desk Organizer,1,2023-02-11,72.46,4725,UK
INV012933,PROD0552,Desk Organizer,3,2023-03-05,177.47,4196,Germany
INV012933,PROD1496,Gaming Chair,1,2023-03-05,146.87,4196,Germany
INV012934,PROD4970,Tablet Cover,1,2023-12-02,5.21,8547,Germany
INV012934,PROD0672,Stylus Pen,2,2023-12-02,196.52,8547,Germany
INV012934,PROD3746,Keyboard,2,2023-12-02,23.37,8547,Germany
INV012934,PROD1690,Monitor,1,2023-12-02,58.09,8547,Germany
INV012934,PROD7703,Headphones,2,2023-12-02,85.39,8547,Germany
INV012935,PROD1615,Laptop,2,2023-09-11,131.01,3522,USA
INV012935,PROD9858,Screen Protector,2,2023-09-11,198.02,3522,USA
INV012935,PROD7933,Bluetooth Speaker,2,2023-09-11,133.7,3522,USA
INV012935,PROD3803,Charger,4,2023-09-11,151.24,3522,USA
INV012936,PROD4418,Webcam,4,2023-10-26,14.4,4080,UK
INV012937,PROD3803,Charger,4,2024-02-04,119.7,8057,USA
INV012937,PROD9858,Screen Protector,1,2024-02-04,156.27,8057,USA
INV012938,PROD7852,Coffee Mug,4,2023-12-21,91.71,3542,UK
INV012938,PROD6663,Stapler,4,2023-12-21,152.0,3542,UK
INV012938,PROD4129,Power Bank,3,2023-12-21,159.41,3542,UK
INV012938,PROD4418,Webcam,1,2023-12-21,26.19,3542,UK
INV012938,PROD0552,Desk Organizer,2,2023-12-21,90.84,3542,UK
INV012939,PROD2984,Tablet,2,2024-02-03,117.42,2662,Canada
INV012939,PROD0672,Stylus Pen,2,2024-02-03,174.86,2662,Canada
INV012940,PROD2354,Phone Case,4,2023-01-19,110.54,2994,USA
INV012940,PROD9858,Screen Protector,1,2023-01-19,53.84,2994,USA
INV012941,PROD7703,Headphones,2,2023-08-09,140.59,5823,France
INV012941,PROD0552,Desk Organizer,4,2023-08-09,12.85,5823,France
INV012941,PROD9673,Smartphone,1,2023-08-09,72.67,5823,France
INV012942,PROD2984,Tablet,1,2023-12-08,186.29,9422,USA
INV012943,PROD2354,Phone Case,3,2024-01-29,140.46,3903,UK
INV012943,PROD9673,Smartphone,2,2024-01-29,88.92,3903,UK
INV012943,PROD3803,Charger,3,2024-01-29,95.94,3903,UK
INV012943,PROD9858,Screen Protector,3,2024-01-29,56.09,3903,UK
INV012944,PROD3746,Keyboard,2,2023-08-16,165.71,1122,Canada
INV012944,PROD1615,Laptop,2,2023-08-16,176.73,1122,Canada
INV012944,PROD6663,Stapler,2,2023-08-16,25.23,1122,Canada
INV012944,PROD9858,Screen Protector,3,2023-08-16,47.44,1122,Canada
INV012944,PROD4970,Tablet Cover,4,2023-08-16,31.79,1122,Canada
INV012945,PROD5865,Mouse,2,2023-12-24,18.96,7095,USA
INV012945,PROD9731,USB Drive,3,2023-12-24,74.82,7095,USA
INV012945,PROD1690,Monitor,4,2023-12-24,161.59,7095,USA
INV012945,PROD0523,Paper Clips,2,2023-12-24,155.77,7095,USA
INV012946,PROD7703,Headphones,4,2024-01-22,63.36,6551,UK
INV012946,PROD1690,Monitor,3,2024-01-22,43.07,6551,UK
INV012947,PROD9858,Screen Protector,3,2024-01-10,27.47,9990,USA
INV012948,PROD1690,Monitor,4,2023-11-07,72.9,9151,USA
INV012949,PROD2984,Tablet,2,2023-10-23,146.4,9918,USA
INV012950,PROD3746,Keyboard,2,2023-01-01,59.9,4679,UK
INV012950,PROD3803,Charger,2,2023-01-01,137.17,4679,UK
INV012950,PROD1496,Gaming Chair,3,2023-01-01,120.07,4679,UK
INV012951,PROD1615,Laptop,4,2023-06-10,29.5,4811,UK
INV012951,PROD3746,Keyboard,2,2023-06-10,182.64,4811,UK
INV012951,PROD5865,Mouse,2,2023-06-10,161.66,4811,UK
INV012952,PROD1962,Notebook,2,2023-12-27,166.7,3533,Germany
INV012953,PROD4418,Webcam,4,2023-08-21,127.39,3184,UK
INV012954,PROD4418,Webcam,2,2023-09-29,140.79,5783,France
INV012954,PROD1690,Monitor,2,2023-09-29,108.27,5783,France
INV012955,PROD3746,Keyboard,3,2023-01-06,58.74,2144,France
INV012955,PROD7703,Headphones,2,2023-01-06,77.29,2144,France
